categories,diseases,Symptoms,Related Diseases
Gastrointestinal diseases,Zollinger-Ellison Syndrome,"increased circulating cortisol level
",
Gastrointestinal diseases,Zollinger-Ellison Syndrome,"elevated circulating growth hormone concentration
",
Gastrointestinal diseases,Zollinger-Ellison Syndrome,"adrenocortical carcinoma

",
Gastrointestinal diseases,Zollinger-Ellison Syndrome,"gastrointestinal hemorrhage
",
Gastrointestinal diseases,Zollinger-Ellison Syndrome,"growth hormone excess
",
Gastrointestinal diseases,Zollinger-Ellison Syndrome,"diarrhea
",
Gastrointestinal diseases,Zollinger-Ellison Syndrome,"hypercortisolism
",
Gastrointestinal diseases,Zollinger-Ellison Syndrome,"neuroendocrine neoplasm
",
Gastrointestinal diseases,Zollinger-Ellison Syndrome,"pituitary adenoma
",
Gastrointestinal diseases,Serum Amyloid a Amyloidosis,"hypotension

",
Gastrointestinal diseases,Serum Amyloid a Amyloidosis,"proteinuria

",
Gastrointestinal diseases,Serum Amyloid a Amyloidosis,"nephropathy

",
Gastrointestinal diseases,Serum Amyloid a Amyloidosis,"renal amyloidosis

",
Gastrointestinal diseases,Serum Amyloid a Amyloidosis,"hepatomegaly

",
Gastrointestinal diseases,Serum Amyloid a Amyloidosis,"malabsorption

",
Gastrointestinal diseases,Serum Amyloid a Amyloidosis,"vomiting

",
Gastrointestinal diseases,Serum Amyloid a Amyloidosis,"venous thrombosis

",
Gastrointestinal diseases,Serum Amyloid a Amyloidosis,"nephrotic syndrome

",
Gastrointestinal diseases,Serum Amyloid a Amyloidosis,"abdominal pain

",
Gastrointestinal diseases,Serum Amyloid a Amyloidosis,"chronic diarrhea

",
Gastrointestinal diseases,Serum Amyloid a Amyloidosis,"enlarged kidney

",
Gastrointestinal diseases,Serum Amyloid a Amyloidosis,"cholestasis

",
Gastrointestinal diseases,Serum Amyloid a Amyloidosis,"abnormal oral mucosa morphology

",
Gastrointestinal diseases,Serum Amyloid a Amyloidosis,"chronic kidney disease

",
Gastrointestinal diseases,Serum Amyloid a Amyloidosis,"malnutrition

",
Gastrointestinal diseases,Serum Amyloid a Amyloidosis,"nausea

",
Gastrointestinal diseases,Serum Amyloid a Amyloidosis,"acute kidney injury

",
Gastrointestinal diseases,Serum Amyloid a Amyloidosis,"hypothyroidism

",
Gastrointestinal diseases,Serum Amyloid a Amyloidosis,"abnormal heart morphology

",
Gastrointestinal diseases,Serum Amyloid a Amyloidosis,"adrenal insufficiency

",
Gastrointestinal diseases,Serum Amyloid a Amyloidosis,"abnormality of the kidney
",
Gastrointestinal diseases,Serum Amyloid a Amyloidosis,"amyloidosis
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","mandibular prognathia

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","short nose

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","thick eyebrow

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","abnormality of vision

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","lacrimation abnormality

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","heterochromia iridis

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","hypopigmented skin patches

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","telecanthus

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","white forelock

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","white hair

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","white eyebrow

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","white eyelashes

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","congenital sensorineural hearing impairment

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","wide nasal bridge

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","premature graying of hair

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","tented upper lip vermilion

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","underdeveloped nasal alae

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","synophrys

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","scoliosis

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","ptosis

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","strabismus

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","cleft palate

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","sprengel anomaly

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","meningocele

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","aganglionic megacolon

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","cleft upper lip

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","spina bifida

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","abnormality of cardiovascular system morphology
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","myelomeningocele
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","blue irides
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","hearing impairment
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","hypertelorism
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","smooth philtrum
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","malformation of the heart and great vessels
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","hypopigmentation of hair
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","abnormality of the eye
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","blepharophimosis
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","abnormality of the hair
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","supernumerary ribs
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","hypopigmentation of the fundus
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","oral cleft
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","partial albinism
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","hypoplastic iris stroma
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","aplasia of the vagina
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type ","supernumerary vertebrae
",
Gastrointestinal diseases,Galactosemia Ii,"abnormal enzyme/coenzyme activity

",
Gastrointestinal diseases,Galactosemia Ii,"hypergalactosemia

",
Gastrointestinal diseases,Galactosemia Ii,"increased level of galactitol in plasma

",
Gastrointestinal diseases,Galactosemia Ii,"increased level of galactitol in urine

",
Gastrointestinal diseases,Galactosemia Ii,"nuclear cataract

",
Gastrointestinal diseases,Galactosemia Ii,"intellectual disability

",
Gastrointestinal diseases,Galactosemia Ii,"premature ovarian insufficiency

",
Gastrointestinal diseases,Galactosemia Ii,"hyperinsulinemia

",
Gastrointestinal diseases,Galactosemia Ii,"motor delay

",
Gastrointestinal diseases,Galactosemia Ii,"hypergonadotropic hypogonadism

",
Gastrointestinal diseases,Galactosemia Ii,"small for gestational age

",
Gastrointestinal diseases,Galactosemia Ii,"hepatosplenomegaly

",
Gastrointestinal diseases,Galactosemia Ii,"speech apraxia

",
Gastrointestinal diseases,Galactosemia Ii,"increased intracranial pressure
",
Gastrointestinal diseases,Galactosemia Ii,"seizure

",
Gastrointestinal diseases,Galactosemia Ii,"failure to thrive

",
Gastrointestinal diseases,Galactosemia Ii,"microcephaly

",
Gastrointestinal diseases,Galactosemia Ii,"sensorineural hearing impairment

",
Gastrointestinal diseases,Galactosemia Ii,"hypoglycemia

",
Gastrointestinal diseases,Galactosemia Ii,"hypercholesterolemia

",
Gastrointestinal diseases,Galactosemia Ii,"premature birth

",
Gastrointestinal diseases,Galactosemia Ii,"feeding difficulties

",
Gastrointestinal diseases,Galactosemia Ii,"complement deficiency

",
Gastrointestinal diseases,Galactosemia Ii,"neonatal asphyxia

",
Gastrointestinal diseases,Galactosemia Ii,"psychomotor deterioration

",
Gastrointestinal diseases,Galactosemia Ii,"cataract

",
Gastrointestinal diseases,Galactosemia Ii,"hepatomegaly
",
Gastrointestinal diseases,Galactosemia Ii,"prolonged neonatal jaundice
",
Gastrointestinal diseases,Galactosemia Ii,"galactosuria
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","premature graying of hair

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","sensorineural hearing impairment

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","heterochromia iridis

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","hypopigmented skin patches

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","white forelock

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","ptosis

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","aganglionic megacolon

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","telecanthus

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","abnormality of the kidney

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","abnormality of the pulmonary artery

",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","anosmia
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","blue irides
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","hypopigmentation of the fundus
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","ocular albinism
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","intellectual disability
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","nystagmus
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","hearing impairment
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","global developmental delay
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","hypertonia
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","pectus excavatum
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","hypoplasia of the iris
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","hypopigmentation of hair
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","hypoplasia of the semicircular canal
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","aplasia of the semicircular canal
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","white eyebrow
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","white eyelashes
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","cafe-au-lait spot
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","cerebral hypomyelination
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","vascular dilatation
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","axial hypotonia
",
Gastrointestinal diseases,"Waardenburg Syndrome, Type e","dilated vestibule of the inner ear
",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","autoimmunity

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","portal hypertension

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","fever

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","ascites

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","elevated hepatic transaminase

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","hepatic fibrosis

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","cirrhosis

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","weight loss

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","hepatosplenomegaly

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","palmar telangiectasia

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","abnormal large intestine physiology

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","elevated alkaline phosphatase of hepatic origin

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","spider hemangioma

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","dilated superficial abdominal veins

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","ulcerative colitis

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","depression

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","osteopenia

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","fatigue

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","type i diabetes mellitus

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","renal insufficiency

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","congestive heart failure

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","hepatitis

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","osteoporosis

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","celiac disease

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","thyroiditis

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","cholelithiasis

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","jaundice

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","abdominal pain

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","low levels of vitamin d

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","low levels of vitamin e

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","hypoalbuminemia

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","low levels of vitamin a

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","prolonged prothrombin time

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","pruritus

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","generalized amyotrophy

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","pleural effusion

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","pancreatitis

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","low levels of vitamin k

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","chronic hepatic failure

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","hepatocellular carcinoma

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","cholangiocarcinoma

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","polyclonal elevation of igm

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","adenocarcinoma of the large intestine

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","uveitis

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","encephalopathy

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","acute hepatic failure

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","neoplasm of the gallbladder

",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","splenomegaly
",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","hepatomegaly
",
Gastrointestinal diseases,"Cholangitis, Primary Sclerosing","abnormality of eosinophils
",
Gastrointestinal diseases,Waardenburg's Syndrome,"abnormal facial shape

",
Gastrointestinal diseases,Waardenburg's Syndrome,"premature graying of hair

",
Gastrointestinal diseases,Waardenburg's Syndrome,"conductive hearing impairment

",
Gastrointestinal diseases,Waardenburg's Syndrome,"abnormality of vision

",
Gastrointestinal diseases,Waardenburg's Syndrome,"heterochromia iridis

",
Gastrointestinal diseases,Waardenburg's Syndrome,"prominent nasal bridge

",
Gastrointestinal diseases,Waardenburg's Syndrome,"hypopigmented skin patches

",
Gastrointestinal diseases,Waardenburg's Syndrome,"synophrys

",
Gastrointestinal diseases,Waardenburg's Syndrome,"wide nasal bridge

",
Gastrointestinal diseases,Waardenburg's Syndrome,"lacrimation abnormality

",
Gastrointestinal diseases,Waardenburg's Syndrome,"telecanthus

",
Gastrointestinal diseases,Waardenburg's Syndrome,"abnormal lip morphology

",
Gastrointestinal diseases,Waardenburg's Syndrome,"white forelock

",
Gastrointestinal diseases,Waardenburg's Syndrome,"underdeveloped nasal alae

",
Gastrointestinal diseases,Waardenburg's Syndrome,"ptosis

",
Gastrointestinal diseases,Waardenburg's Syndrome,"aganglionic megacolon

",
Gastrointestinal diseases,Waardenburg's Syndrome,"abnormality of the uterus

",
Gastrointestinal diseases,Waardenburg's Syndrome,"intestinal obstruction

",
Gastrointestinal diseases,Waardenburg's Syndrome,"oral cleft

",
Gastrointestinal diseases,Waardenburg's Syndrome,"myelomeningocele

",
Gastrointestinal diseases,Waardenburg's Syndrome,"aplasia/hypoplasia of the colon

",
Gastrointestinal diseases,Waardenburg's Syndrome,"abnormal vagina morphology
",
Gastrointestinal diseases,Waardenburg's Syndrome,"hearing impairment
",
Gastrointestinal diseases,Waardenburg's Syndrome,"hypopigmentation of hair
",
Gastrointestinal diseases,Waardenburg's Syndrome,"abnormality of the eye
",
Gastrointestinal diseases,Waardenburg's Syndrome,"abnormality of the face
",
Gastrointestinal diseases,Waardenburg's Syndrome,"abnormality of the mouth
",
Gastrointestinal diseases,Waardenburg's Syndrome,"abnormal eyebrow morphology
",
Gastrointestinal diseases,Waardenburg's Syndrome,"abnormality of the gastrointestinal tract
",
Gastrointestinal diseases,Waardenburg's Syndrome,"abnormality of the vagina
",
Gastrointestinal diseases,Waardenburg's Syndrome,"abnormality of skin pigmentation
",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"cough

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"failure to thrive

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"fatigue

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"dyspnea

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"eczema

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"hypoxemia

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"restrictive ventilatory defect

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"severe viral infection

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"crackles

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"autoimmune antibody positivity

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"wheezing

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"clubbing

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"decreased dlco

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"parenchymal consolidation

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"multiple pulmonary cysts

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"hepatomegaly

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"fever

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"immunodeficiency

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"bronchiectasis

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"skin rash

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"weight loss

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"mediastinal lymphadenopathy

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"enlarged kidney

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"keratoconjunctivitis sicca

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"respiratory tract infection

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"raynaud phenomenon

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"rheumatoid arthritis

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"abnormality of connective tissue

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"pulmonary venous hypertension

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"centrilobular ground-glass opacification on pulmonary hrct

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"subpleural interstitial thickening

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"pulmonary fibrosis

",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"autoimmunity
",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"cor pulmonale
",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"aortic valve stenosis
",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"ground-glass opacification on pulmonary hrct
",
Gastrointestinal diseases,Lymphoid Interstitial Pneumonia,"lymphocytic interstitial pneumonia
",
Gastrointestinal diseases,"Anus, Imperforate","hearing impairment
",
Gastrointestinal diseases,"Anus, Imperforate","anal atresia
",
Gastrointestinal diseases,"Anus, Imperforate","hypospadias
",
Gastrointestinal diseases,"Anus, Imperforate","ectopic anus
",
Gastrointestinal diseases,Esophagus Squamous Cell Carcinoma,"feeding difficulties in infancy

",
Gastrointestinal diseases,Esophagus Squamous Cell Carcinoma,"clinodactyly of the 5th toe

",
Gastrointestinal diseases,Esophagus Squamous Cell Carcinoma,"esophageal carcinoma

",
Gastrointestinal diseases,Esophagus Squamous Cell Carcinoma,"nausea and vomiting

",
Gastrointestinal diseases,Esophagus Squamous Cell Carcinoma,"abnormality of the voice

",
Gastrointestinal diseases,Esophagus Squamous Cell Carcinoma,"cough

",
Gastrointestinal diseases,Esophagus Squamous Cell Carcinoma,"chest pain

",
Gastrointestinal diseases,Esophagus Squamous Cell Carcinoma,"lymphadenopathy

",
Gastrointestinal diseases,Pelvic Organ Prolapse,"bowel incontinence
",
Gastrointestinal diseases,Pelvic Organ Prolapse,"rectal prolapse
",
Gastrointestinal diseases,Shigellosis,"fever

",
Gastrointestinal diseases,Shigellosis,"abdominal cramps

",
Gastrointestinal diseases,Shigellosis,"bloody mucoid diarrhea

",
Gastrointestinal diseases,Shigellosis,"dehydration

",
Gastrointestinal diseases,Shigellosis,"vomiting

",
Gastrointestinal diseases,Shigellosis,"fatigue

",
Gastrointestinal diseases,Shigellosis,"anorexia

",
Gastrointestinal diseases,Shigellosis,"leukocytosis

",
Gastrointestinal diseases,Shigellosis,"asthenia

",
Gastrointestinal diseases,Shigellosis,"nausea

",
Gastrointestinal diseases,Shigellosis,"tenesmus

",
Gastrointestinal diseases,Shigellosis,"hypoglycemia

",
Gastrointestinal diseases,Shigellosis,"immunodeficiency

",
Gastrointestinal diseases,Shigellosis,"failure to thrive in infancy

",
Gastrointestinal diseases,Shigellosis,"hyponatremia

",
Gastrointestinal diseases,Shigellosis,"abscess

",
Gastrointestinal diseases,Shigellosis,"hypovolemic shock

",
Gastrointestinal diseases,Shigellosis,"ulcerative colitis

",
Gastrointestinal diseases,Shigellosis,"acute colitis

",
Gastrointestinal diseases,Shigellosis,"paralytic ileus

",
Gastrointestinal diseases,Shigellosis,"febrile seizure (within the age range of 3 months to 6 years)
",
Gastrointestinal diseases,Shigellosis,"arthritis

",
Gastrointestinal diseases,Shigellosis,"thrombocytopenia

",
Gastrointestinal diseases,Shigellosis,"uveitis

",
Gastrointestinal diseases,Shigellosis,"purpura

",
Gastrointestinal diseases,Shigellosis,"peripheral neuropathy

",
Gastrointestinal diseases,Shigellosis,"myocarditis

",
Gastrointestinal diseases,Shigellosis,"conjunctivitis

",
Gastrointestinal diseases,Shigellosis,"sepsis

",
Gastrointestinal diseases,Shigellosis,"urticaria

",
Gastrointestinal diseases,Shigellosis,"hepatic failure

",
Gastrointestinal diseases,Shigellosis,"cholestasis

",
Gastrointestinal diseases,Shigellosis,"corneal ulceration

",
Gastrointestinal diseases,Shigellosis,"pneumonia

",
Gastrointestinal diseases,Shigellosis,"peritonitis

",
Gastrointestinal diseases,Shigellosis,"acute kidney injury

",
Gastrointestinal diseases,Shigellosis,"rhabdomyolysis

",
Gastrointestinal diseases,Shigellosis,"microangiopathic hemolytic anemia

",
Gastrointestinal diseases,Shigellosis,"intestinal perforation

",
Gastrointestinal diseases,Shigellosis,"hemolytic-uremic syndrome

",
Gastrointestinal diseases,Shigellosis,"bacteremia

",
Gastrointestinal diseases,Shigellosis,"splenic abscess

",
Gastrointestinal diseases,Shigellosis,"urethritis

",
Gastrointestinal diseases,Shigellosis,"abdominal pain
",
Gastrointestinal diseases,Shigellosis,"febrile seizures
",
Gastrointestinal diseases,Shigellosis,"abnormal blood ion concentration
",
Gastrointestinal diseases,Shigellosis,"bloody diarrhea
",
Gastrointestinal diseases,Barrett Esophagus,"esophageal ulceration
",
Gastrointestinal diseases,Barrett Esophagus,"gastroesophageal reflux
",
Gastrointestinal diseases,Barrett Esophagus,"barrett esophagus
",
Gastrointestinal diseases,Barrett Esophagus,"esophageal carcinoma
",
Gastrointestinal diseases,Nasopharyngeal Carcinoma,"neoplasia of the nasopharynx
",
Gastrointestinal diseases,Polycystic Liver Disease,"hepatomegaly

",
Gastrointestinal diseases,Polycystic Liver Disease,"abdominal distention

",
Gastrointestinal diseases,Polycystic Liver Disease,"polycystic liver disease

",
Gastrointestinal diseases,Polycystic Liver Disease,"multiple renal cysts

",
Gastrointestinal diseases,Polycystic Liver Disease,"respiratory insufficiency

",
Gastrointestinal diseases,Polycystic Liver Disease,"gastroesophageal reflux

",
Gastrointestinal diseases,Polycystic Liver Disease,"feeding difficulties in infancy

",
Gastrointestinal diseases,Polycystic Liver Disease,"back pain

",
Gastrointestinal diseases,Polycystic Liver Disease,"abdominal pain

",
Gastrointestinal diseases,Polycystic Liver Disease,"gastrointestinal hemorrhage

",
Gastrointestinal diseases,Polycystic Liver Disease,"abnormality of the pancreas

",
Gastrointestinal diseases,Polycystic Liver Disease,"increased total bilirubin

",
Gastrointestinal diseases,Polycystic Liver Disease,"vascular dilatation
",
Gastrointestinal diseases,Polycystic Liver Disease,"abnormality of the respiratory system
",
Gastrointestinal diseases,Polycystic Liver Disease,"dilatation
",
Gastrointestinal diseases,"Polyposis Syndrome, Hereditary Mixed, ","abnormal abdomen morphology
",
Gastrointestinal diseases,Esophagus Adenocarcinoma,"gastroesophageal reflux

",
Gastrointestinal diseases,Esophagus Adenocarcinoma,"feeding difficulties in infancy

",
Gastrointestinal diseases,Esophagus Adenocarcinoma,"obesity

",
Gastrointestinal diseases,Esophagus Adenocarcinoma,"clinodactyly of the 5th toe

",
Gastrointestinal diseases,Esophagus Adenocarcinoma,"barrett esophagus

",
Gastrointestinal diseases,Esophagus Adenocarcinoma,"esophageal carcinoma

",
Gastrointestinal diseases,Esophagus Adenocarcinoma,"nausea and vomiting

",
Gastrointestinal diseases,Esophagus Adenocarcinoma,"cough

",
Gastrointestinal diseases,Esophagus Adenocarcinoma,"chest pain

",
Gastrointestinal diseases,Esophagus Adenocarcinoma,"lymphadenopathy

",
Gastrointestinal diseases,Galactosemia I,"male infertility

",
Gastrointestinal diseases,Galactosemia I,"food intolerance

",
Gastrointestinal diseases,Galactosemia I,"hypergalactosemia

",
Gastrointestinal diseases,Galactosemia I,"increased level of galactitol in plasma

",
Gastrointestinal diseases,Galactosemia I,"abnormal erythrocyte enzyme level
",
Gastrointestinal diseases,Galactosemia I,"dysarthria

",
Gastrointestinal diseases,Galactosemia I,"cataract

",
Gastrointestinal diseases,Galactosemia I,"global developmental delay

",
Gastrointestinal diseases,Galactosemia I,"hepatomegaly

",
Gastrointestinal diseases,Galactosemia I,"delayed speech and language development

",
Gastrointestinal diseases,Galactosemia I,"cognitive impairment

",
Gastrointestinal diseases,Galactosemia I,"delayed puberty

",
Gastrointestinal diseases,Galactosemia I,"vomiting

",
Gastrointestinal diseases,Galactosemia I,"intellectual disability, mild

",
Gastrointestinal diseases,Galactosemia I,"reduced bone mineral density

",
Gastrointestinal diseases,Galactosemia I,"cryptorchidism

",
Gastrointestinal diseases,Galactosemia I,"premature ovarian insufficiency

",
Gastrointestinal diseases,Galactosemia I,"primary amenorrhea

",
Gastrointestinal diseases,Galactosemia I,"secondary amenorrhea

",
Gastrointestinal diseases,Galactosemia I,"specific learning disability

",
Gastrointestinal diseases,Galactosemia I,"elevated hepatic transaminase

",
Gastrointestinal diseases,Galactosemia I,"jaundice

",
Gastrointestinal diseases,Galactosemia I,"decreased fertility

",
Gastrointestinal diseases,Galactosemia I,"abnormality of extrapyramidal motor function

",
Gastrointestinal diseases,Galactosemia I,"mental deterioration

",
Gastrointestinal diseases,Galactosemia I,"hepatic failure

",
