categories,diseases,Symptoms,Related Diseases
Blood diseases,"Anemia, Autoimmune Hemolytic","fever
58
30",
Blood diseases,"Anemia, Autoimmune Hemolytic","congestive heart failure
58
30",
Blood diseases,"Anemia, Autoimmune Hemolytic","abdominal pain
58
30",
Blood diseases,"Anemia, Autoimmune Hemolytic","arrhythmia
58
30",
Blood diseases,"Anemia, Autoimmune Hemolytic","abnormal urinary color
58
30",
Blood diseases,"Anemia, Autoimmune Hemolytic","abnormality of metabolism/homeostasis
30",
Blood diseases,"Anemia, Autoimmune Hemolytic","autoimmune hemolytic anemia
30",
Blood diseases,Muckle-Wells Syndrome,"splenomegaly
58
30",
Blood diseases,Muckle-Wells Syndrome,"hepatomegaly
58
30",
Blood diseases,Muckle-Wells Syndrome,"arthritis
58
30",
Blood diseases,Muckle-Wells Syndrome,"cranial nerve paralysis
58
30",
Blood diseases,Muckle-Wells Syndrome,"arthralgia
58
30",
Blood diseases,Muckle-Wells Syndrome,"uveitis
58
30",
Blood diseases,Muckle-Wells Syndrome,"conjunctivitis
58
30",
Blood diseases,Muckle-Wells Syndrome,"skin rash
58
30",
Blood diseases,Muckle-Wells Syndrome,"broad foot
58
30",
Blood diseases,Muckle-Wells Syndrome,"episcleritis
58
30",
Blood diseases,Muckle-Wells Syndrome,"progressive sensorineural hearing impairment
58
30",
Blood diseases,Muckle-Wells Syndrome,"nephropathy
58
30",
Blood diseases,Muckle-Wells Syndrome,"nephrotic syndrome
58
30",
Blood diseases,Muckle-Wells Syndrome,"abdominal pain
58
30",
Blood diseases,Muckle-Wells Syndrome,"urticaria
58
30",
Blood diseases,Muckle-Wells Syndrome,"elevated erythrocyte sedimentation rate
58
30",
Blood diseases,Muckle-Wells Syndrome,"renal amyloidosis
58
30",
Blood diseases,Muckle-Wells Syndrome,"macrocephaly
58
30",
Blood diseases,Muckle-Wells Syndrome,"optic atrophy
58
30",
Blood diseases,Muckle-Wells Syndrome,"short stature
58
30",
Blood diseases,Muckle-Wells Syndrome,"ichthyosis
58
30",
Blood diseases,Muckle-Wells Syndrome,"delayed puberty
58
30",
Blood diseases,Muckle-Wells Syndrome,"fever
58
30",
Blood diseases,Muckle-Wells Syndrome,"anemia
58
30",
Blood diseases,Muckle-Wells Syndrome,"myalgia
58
30",
Blood diseases,Muckle-Wells Syndrome,"glaucoma
58
30",
Blood diseases,Muckle-Wells Syndrome,"abnormality of the voice
58
30",
Blood diseases,Muckle-Wells Syndrome,"abnormality of the genital system
58
30",
Blood diseases,Muckle-Wells Syndrome,"pes cavus
58
30",
Blood diseases,Muckle-Wells Syndrome,"vasculitis
58
30",
Blood diseases,Muckle-Wells Syndrome,"camptodactyly of finger
58
30",
Blood diseases,Muckle-Wells Syndrome,"abnormality of the nose
58
30",
Blood diseases,Muckle-Wells Syndrome,"abnormal palate morphology
58
30",
Blood diseases,Muckle-Wells Syndrome,"restrictive ventilatory defect
58
30",
Blood diseases,Muckle-Wells Syndrome,"recurrent aphthous stomatitis
58
30",
Blood diseases,Muckle-Wells Syndrome,"hernia of the abdominal wall
58
30",
Blood diseases,Muckle-Wells Syndrome,"chronic fatigue
30",
Blood diseases,Muckle-Wells Syndrome,"recurrent fever
30",
Blood diseases,Muckle-Wells Syndrome,"polyarticular arthritis
30",
Blood diseases,Muckle-Wells Syndrome,"maculopapular exanthema
30",
Blood diseases,Muckle-Wells Syndrome,"clubbing of fingers
30",
Blood diseases,Muckle-Wells Syndrome,"conjunctival hyperemia
30",
Blood diseases,Muckle-Wells Syndrome,"elevated circulating c-reactive protein concentration
30",
Blood diseases,Muckle-Wells Syndrome,"renal insufficiency
30",
Blood diseases,Muckle-Wells Syndrome,"abnormality of metabolism/homeostasis
58",
Blood diseases,Muckle-Wells Syndrome,"leukocytosis
30",
Blood diseases,Hypoplastic Left Heart Syndrome,"hypoplastic left heart
58
30",
Blood diseases,Hypoplastic Left Heart Syndrome,"hypoplastic aortic arch
58
30",
Blood diseases,Hypoplastic Left Heart Syndrome,"atrial septal defect
58
30",
Blood diseases,Hypoplastic Left Heart Syndrome,"patent ductus arteriosus
58
30",
Blood diseases,Hypoplastic Left Heart Syndrome,"mitral stenosis
58
30",
Blood diseases,Hypoplastic Left Heart Syndrome,"maternal diabetes
58
30",
Blood diseases,Hypoplastic Left Heart Syndrome,"abnormality of chromosome segregation
58
30",
Blood diseases,Hypoplastic Left Heart Syndrome,"mitral atresia
58
30",
Blood diseases,Diamond-Blackfan Anemia ,"intellectual disability
30",
Blood diseases,Diamond-Blackfan Anemia ,"hypertelorism
30",
Blood diseases,Diamond-Blackfan Anemia ,"microcephaly
30",
Blood diseases,Diamond-Blackfan Anemia ,"short stature
30",
Blood diseases,Diamond-Blackfan Anemia ,"epicanthus
30",
Blood diseases,Diamond-Blackfan Anemia ,"atrial septal defect
30",
Blood diseases,Diamond-Blackfan Anemia ,"thrombocytopenia
30",
Blood diseases,Diamond-Blackfan Anemia ,"renal hypoplasia
30",
Blood diseases,Diamond-Blackfan Anemia ,"ventricular septal defect
30",
Blood diseases,Diamond-Blackfan Anemia ,"neutropenia
30",
Blood diseases,Diamond-Blackfan Anemia ,"triphalangeal thumb
30",
Blood diseases,Diamond-Blackfan Anemia ,"tricuspid stenosis
30",
Blood diseases,Diamond-Blackfan Anemia ,"thrombocytosis
30",
Blood diseases,Diamond-Blackfan Anemia ,"primary congenital glaucoma
30",
Blood diseases,Diamond-Blackfan Anemia ,"failure to thrive
30",
Blood diseases,Diamond-Blackfan Anemia ,"high palate
30",
Blood diseases,Diamond-Blackfan Anemia ,"short neck
30",
Blood diseases,Diamond-Blackfan Anemia ,"strabismus
30",
Blood diseases,Diamond-Blackfan Anemia ,"cleft palate
30",
Blood diseases,Diamond-Blackfan Anemia ,"congestive heart failure
30",
Blood diseases,Diamond-Blackfan Anemia ,"intrauterine growth retardation
30",
Blood diseases,Diamond-Blackfan Anemia ,"retrognathia
30",
Blood diseases,Diamond-Blackfan Anemia ,"micrognathia
30",
Blood diseases,Diamond-Blackfan Anemia ,"webbed neck
30",
Blood diseases,Diamond-Blackfan Anemia ,"coarctation of aorta
30",
Blood diseases,Diamond-Blackfan Anemia ,"pallor
30",
Blood diseases,Diamond-Blackfan Anemia ,"myelodysplasia
30",
Blood diseases,Diamond-Blackfan Anemia ,"downslanted palpebral fissures
30",
Blood diseases,Diamond-Blackfan Anemia ,"depressed nasal ridge
30",
Blood diseases,Diamond-Blackfan Anemia ,"cleft upper lip
30",
Blood diseases,Diamond-Blackfan Anemia ,"osteosarcoma
30",
Blood diseases,Diamond-Blackfan Anemia ,"short thumb
30",
Blood diseases,Diamond-Blackfan Anemia ,"narrow chest
30",
Blood diseases,Diamond-Blackfan Anemia ,"premature birth
30",
Blood diseases,Diamond-Blackfan Anemia ,"partial duplication of thumb phalanx
30",
Blood diseases,Diamond-Blackfan Anemia ,"delayed cranial suture closure
30",
Blood diseases,Diamond-Blackfan Anemia ,"hypoplasia of the radius
30",
Blood diseases,Diamond-Blackfan Anemia ,"colon cancer
30",
Blood diseases,Diamond-Blackfan Anemia ,"absent thumb
30",
Blood diseases,Diamond-Blackfan Anemia ,"11 pairs of ribs
30",
Blood diseases,Diamond-Blackfan Anemia ,"hypoplastic ilia
30",
Blood diseases,Diamond-Blackfan Anemia ,"parietal foramina
30",
Blood diseases,Diamond-Blackfan Anemia ,"congenital hypoplastic anemia
30",
Blood diseases,Diamond-Blackfan Anemia ,"bifid thoracic vertebrae
30",
Blood diseases,Diamond-Blackfan Anemia ,"reticulocytopenia
30",
Blood diseases,Diamond-Blackfan Anemia ,"hypoplastic coccygeal vertebrae
30",
Blood diseases,Diamond-Blackfan Anemia ,"hypoplastic sacral vertebrae
30",
Blood diseases,Diamond-Blackfan Anemia ,"elevated red cell adenosine deaminase level
30",
Blood diseases,Chronic Granulomatous Disease,"hepatomegaly
58
30",
Blood diseases,Chronic Granulomatous Disease,"recurrent respiratory infections
58
30",
Blood diseases,Chronic Granulomatous Disease,"malabsorption
58
30",
Blood diseases,Chronic Granulomatous Disease,"fever
58
30",
Blood diseases,Chronic Granulomatous Disease,"sinusitis
58
30",
Blood diseases,Chronic Granulomatous Disease,"tracheoesophageal fistula
58
30",
Blood diseases,Chronic Granulomatous Disease,"otitis media
58
30",
Blood diseases,Chronic Granulomatous Disease,"pyloric stenosis
58
30",
Blood diseases,Chronic Granulomatous Disease,"cutaneous photosensitivity
58
30",
Blood diseases,Chronic Granulomatous Disease,"hypermelanotic macule
58
30",
Blood diseases,Chronic Granulomatous Disease,"abnormality of neutrophils
58
30",
Blood diseases,Chronic Granulomatous Disease,"mediastinal lymphadenopathy
58
30",
Blood diseases,Chronic Granulomatous Disease,"chronic pulmonary obstruction
30",
Blood diseases,Chronic Granulomatous Disease,"splenomegaly
58
30",
Blood diseases,Chronic Granulomatous Disease,"skin ulcer
58
30",
Blood diseases,Chronic Granulomatous Disease,"gingivitis
58
30",
Blood diseases,Chronic Granulomatous Disease,"meningitis
58
30",
Blood diseases,Chronic Granulomatous Disease,"sepsis
58
30",
Blood diseases,Chronic Granulomatous Disease,"eczema
58
30",
Blood diseases,Chronic Granulomatous Disease,"liver abscess
58
30",
Blood diseases,Chronic Granulomatous Disease,"inflammatory abnormality of the eye
58
30",
Blood diseases,Chronic Granulomatous Disease,"chronic obstructive pulmonary disease
58",
Blood diseases,Chronic Granulomatous Disease,"macule
58",
Blood diseases,Wilms Tumor ,"nephroblastoma
30",
Blood diseases,"Lymphoma, Mucosa-Associated Lymphoid Type","nausea and vomiting
58
30",
Blood diseases,"Lymphoma, Mucosa-Associated Lymphoid Type","hyperhidrosis
58
30",
Blood diseases,"Lymphoma, Mucosa-Associated Lymphoid Type","fatigue
58
30",
Blood diseases,"Lymphoma, Mucosa-Associated Lymphoid Type","fever
58
30",
Blood diseases,"Lymphoma, Mucosa-Associated Lymphoid Type","anemia
58
30",
Blood diseases,"Lymphoma, Mucosa-Associated Lymphoid Type","weight loss
58
30",
Blood diseases,"Lymphoma, Mucosa-Associated Lymphoid Type","pulmonary infiltrates
58
30",
Blood diseases,"Lymphoma, Mucosa-Associated Lymphoid Type","b-cell lymphoma
58
30",
Blood diseases,"Lymphoma, Mucosa-Associated Lymphoid Type","constipation
58
30",
Blood diseases,"Lymphoma, Mucosa-Associated Lymphoid Type","recurrent respiratory infections
58
30",
Blood diseases,"Lymphoma, Mucosa-Associated Lymphoid Type","visual impairment
58
30",
Blood diseases,"Lymphoma, Mucosa-Associated Lymphoid Type","abdominal pain
58
30",
Blood diseases,"Lymphoma, Mucosa-Associated Lymphoid Type","mediastinal lymphadenopathy
58
30",
Blood diseases,"Lymphoma, Mucosa-Associated Lymphoid Type","abnormality of the thyroid gland
58
30",
Blood diseases,"Lymphoma, Mucosa-Associated Lymphoid Type","abnormal nasolacrimal system morphology
58
30",
Blood diseases,"Lymphoma, Mucosa-Associated Lymphoid Type","posterior uveitis
58
30",
Blood diseases,"Lymphoma, Mucosa-Associated Lymphoid Type","lymphadenopathy
58",
Blood diseases,"Lymphoma, Mucosa-Associated Lymphoid Type","gastric lymphoma
30",
Blood diseases,Long Qt Syndrome ,"prolonged qtc interval
58
30",
Blood diseases,Long Qt Syndrome ,"syncope
58
30",
Blood diseases,Long Qt Syndrome ,"abnormal t-wave
58
30",
Blood diseases,Long Qt Syndrome ,"sinus bradycardia
58
30",
Blood diseases,Long Qt Syndrome ,"seizure
58
30",
Blood diseases,Long Qt Syndrome ,"sudden cardiac death
58
30",
Blood diseases,Long Qt Syndrome ,"abnormal autonomic nervous system physiology
58
30",
Blood diseases,Long Qt Syndrome ,"torsade de pointes
58
30",
Blood diseases,Long Qt Syndrome ,"abnormal cardiac exercise stress test
58
30",
Blood diseases,Long Qt Syndrome ,"hypokalemia
58
30",
Blood diseases,Long Qt Syndrome ,"abnormality of prenatal development or birth
58
30",
Blood diseases,Long Qt Syndrome ,"ventricular fibrillation
30",
Blood diseases,Long Qt Syndrome ,"hearing impairment
58",
Blood diseases,Long Qt Syndrome ,"ventricular arrhythmia
58",
Blood diseases,Bloom Syndrome,"intrauterine growth retardation
58
30",
Blood diseases,Bloom Syndrome,"severe postnatal growth retardation
58
30",
Blood diseases,Bloom Syndrome,"small for gestational age
58
30",
Blood diseases,Bloom Syndrome,"adipose tissue loss
58
30",
Blood diseases,Bloom Syndrome,"gastroesophageal reflux
58
30",
Blood diseases,Bloom Syndrome,"premature ovarian insufficiency
58
30",
Blood diseases,Bloom Syndrome,"retrognathia
58
30",
Blood diseases,Bloom Syndrome,"micrognathia
58
30",
Blood diseases,Bloom Syndrome,"narrow face
58
30",
Blood diseases,Bloom Syndrome,"otitis media
58
30",
Blood diseases,Bloom Syndrome,"malar flattening
58
30",
Blood diseases,Bloom Syndrome,"skin rash
58
30",
Blood diseases,Bloom Syndrome,"cutaneous photosensitivity
58
30",
Blood diseases,Bloom Syndrome,"hypopigmentation of the skin
58
30",
Blood diseases,Bloom Syndrome,"poor appetite
58
30",
Blood diseases,Bloom Syndrome,"insulin resistance
58
30",
Blood diseases,Bloom Syndrome,"cafe-au-lait spot
58
30",
Blood diseases,Bloom Syndrome,"male infertility
58
30",
Blood diseases,Bloom Syndrome,"decreased circulating iga level
58
30",
Blood diseases,Bloom Syndrome,"decreased circulating igg level
58
30",
Blood diseases,Bloom Syndrome,"decreased circulating total igm
58
30",
Blood diseases,Bloom Syndrome,"decreased proportion of cd4-positive t cells
58
30",
Blood diseases,Bloom Syndrome,"decreased head circumference
58
30",
Blood diseases,Bloom Syndrome,"abnormal proportion of cd8-positive t cells
30",
Blood diseases,Bloom Syndrome,"diabetes mellitus
58
30",
Blood diseases,Bloom Syndrome,"myelodysplasia
58
30",
Blood diseases,Bloom Syndrome,"azoospermia
58
30",
Blood diseases,Bloom Syndrome,"neoplasm of the skin
58
30",
Blood diseases,Bloom Syndrome,"cheilitis
58
30",
Blood diseases,Bloom Syndrome,"uveitis
58
30",
Blood diseases,Bloom Syndrome,"lymphoma
58
30",
Blood diseases,Bloom Syndrome,"recurrent urinary tract infections
58
30",
Blood diseases,Bloom Syndrome,"neoplasm of the colon
58
30",
Blood diseases,Bloom Syndrome,"abnormal blistering of the skin
58
30",
Blood diseases,Bloom Syndrome,"acute lymphoblastic leukemia
58
30",
Blood diseases,Bloom Syndrome,"pneumonia
58
30",
Blood diseases,Bloom Syndrome,"malignant genitourinary tract tumor
58
30",
Blood diseases,Bloom Syndrome,"sparse eyelashes
58
30",
Blood diseases,Bloom Syndrome,"gastrostomy tube feeding in infancy
58
30",
Blood diseases,Bloom Syndrome,"paronychia
58
30",
Blood diseases,Bloom Syndrome,"abscess
58
30",
Blood diseases,Bloom Syndrome,"oligospermia
58
30",
Blood diseases,Bloom Syndrome,"poikiloderma
58
30",
Blood diseases,Bloom Syndrome,"telangiectasia
58
30",
Blood diseases,Bloom Syndrome,"neoplasm of the breast
58
30",
Blood diseases,Bloom Syndrome,"bronchitis
58
30",
Blood diseases,Bloom Syndrome,"rhinitis
58
30",
Blood diseases,Bloom Syndrome,"acute myeloid leukemia
58
30",
Blood diseases,Bloom Syndrome,"abdominal obesity
58
30",
Blood diseases,Bloom Syndrome,"recurrent herpes
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","abdominal pain
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","myalgia
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","pericarditis
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","skin rash
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","diarrhea
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","elevated erythrocyte sedimentation rate
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","erysipelas
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","recurrent fever
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","elevated circulating c-reactive protein concentration
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","constipation
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","splenomegaly
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","arthritis
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","vomiting
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","erythema
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","intestinal obstruction
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","lymphadenopathy
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","pleuritis
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","orchitis
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","leukocytosis
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","behavioral abnormality
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","cranial nerve paralysis
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","abnormal myocardium morphology
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","vertigo
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","arthralgia
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","uveitis
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","cellulitis
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","paresthesia
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","periorbital edema
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","migraine
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","chest pain
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","recurrent pharyngitis
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","conjunctivitis
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","bruising susceptibility
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","vasculitis
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","hypermelanotic macule
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","fasciitis
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","myositis
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","peritonitis
58
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","abnormal sacroiliac joint morphology
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","hepatomegaly
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","gastrointestinal hemorrhage
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","chronic diarrhea
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","headache
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","bone pain
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","cervical lymphadenopathy
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","polyarticular arthritis
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","maculopapular exanthema
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","chronic constipation
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","conjunctival hyperemia
30",
Blood diseases,"Periodic Fever, Familial, Autosomal Dominant","oligoarthritis
30",
Blood diseases,Dyskeratosis Congenita,"anemia
58
30",
Blood diseases,Dyskeratosis Congenita,"abnormal fingernail morphology
58
30",
Blood diseases,Dyskeratosis Congenita,"thrombocytopenia
58
30",
Blood diseases,Dyskeratosis Congenita,"hypermelanotic macule
58
30",
Blood diseases,Dyskeratosis Congenita,"abnormality of neutrophils
58
30",
Blood diseases,Dyskeratosis Congenita,"abnormal blistering of the skin
58
30",
Blood diseases,Dyskeratosis Congenita,"oral leukoplakia
58
30",
Blood diseases,Dyskeratosis Congenita,"nail dystrophy
58
30",
Blood diseases,Dyskeratosis Congenita,"hyperhidrosis
58
30",
Blood diseases,Dyskeratosis Congenita,"global developmental delay
58
30",
Blood diseases,Dyskeratosis Congenita,"recurrent respiratory infections
58
30",
Blood diseases,Dyskeratosis Congenita,"carious teeth
58
30",
Blood diseases,Dyskeratosis Congenita,"malabsorption
58
30",
Blood diseases,Dyskeratosis Congenita,"short stature
58
30",
Blood diseases,Dyskeratosis Congenita,"intrauterine growth retardation
58
30",
Blood diseases,Dyskeratosis Congenita,"skin ulcer
58
30",
Blood diseases,Dyskeratosis Congenita,"telangiectasia of the skin
58
30",
Blood diseases,Dyskeratosis Congenita,"cellular immunodeficiency
58
30",
Blood diseases,Dyskeratosis Congenita,"aplasia/hypoplasia of the skin
58
30",
Blood diseases,Dyskeratosis Congenita,"abnormal morphology of female internal genitalia
58
30",
Blood diseases,Dyskeratosis Congenita,"tracheoesophageal fistula
58
30",
Blood diseases,Dyskeratosis Congenita,"taurodontia
58
30",
Blood diseases,Dyskeratosis Congenita,"periodontitis
58
30",
Blood diseases,Dyskeratosis Congenita,"recurrent fractures
58
30",
Blood diseases,Dyskeratosis Congenita,"hypopigmented skin patches
58
30",
Blood diseases,Dyskeratosis Congenita,"abnormality of the pharynx
58
30",
Blood diseases,Dyskeratosis Congenita,"anorectal anomaly
58
30",
Blood diseases,Dyskeratosis Congenita,"hypodontia
58
30",
Blood diseases,Dyskeratosis Congenita,"urethral stenosis
58
30",
Blood diseases,Dyskeratosis Congenita,"abnormality of coagulation
58
30",
Blood diseases,Dyskeratosis Congenita,"sparse hair
58
30",
Blood diseases,Dyskeratosis Congenita,"bone marrow hypocellularity
58
30",
Blood diseases,Dyskeratosis Congenita,"esophageal stenosis
58
30",
Blood diseases,Dyskeratosis Congenita,"aplastic/hypoplastic toenail
58
30",
Blood diseases,Dyskeratosis Congenita,"coarse metaphyseal trabecularization
30",
Blood diseases,Dyskeratosis Congenita,"scoliosis
58
30",
Blood diseases,Dyskeratosis Congenita,"cerebral calcification
58
30",
Blood diseases,Dyskeratosis Congenita,"diabetes mellitus
58
30",
Blood diseases,Dyskeratosis Congenita,"hearing impairment
58
30",
Blood diseases,Dyskeratosis Congenita,"cataract
58
30",
Blood diseases,Dyskeratosis Congenita,"splenomegaly
58
30",
Blood diseases,Dyskeratosis Congenita,"hepatomegaly
58
30",
Blood diseases,Dyskeratosis Congenita,"avascular necrosis
58
30",
Blood diseases,Dyskeratosis Congenita,"palmoplantar keratoderma
58
30",
Blood diseases,Dyskeratosis Congenita,"osteoporosis
58
30",
Blood diseases,Dyskeratosis Congenita,"alopecia
58
30",
Blood diseases,Dyskeratosis Congenita,"cirrhosis
58
30",
Blood diseases,Dyskeratosis Congenita,"abnormal eyelash morphology
58
30",
Blood diseases,Dyskeratosis Congenita,"abnormal testis morphology
58
30",
Blood diseases,Dyskeratosis Congenita,"premature graying of hair
58
30",
Blood diseases,Wilms Tumor ,"abdominal pain
58
30",
Blood diseases,Wilms Tumor ,"nephroblastoma
58
30",
Blood diseases,Wilms Tumor ,"hypertension
58
30",
Blood diseases,Wilms Tumor ,"fever
58
30",
Blood diseases,Wilms Tumor ,"hematuria
58
30",
Blood diseases,Wilms Tumor ,"weight loss
58
30",
Blood diseases,Wilms Tumor ,"neoplasm of the lung
58
30",
Blood diseases,Wilms Tumor ,"aniridia
58
30",
Blood diseases,Wilms Tumor ,"neoplasm of the liver
58
30",
Blood diseases,Wilms Tumor ,"lymphadenopathy
58
30",
Blood diseases,Wilms Tumor ,"neoplasm
58",
Blood diseases,Chediak-Higashi Syndrome,"hypopigmentation of the skin
58
30",
Blood diseases,Chediak-Higashi Syndrome,"hemophagocytosis
58
30",
Blood diseases,Chediak-Higashi Syndrome,"vacuolated lymphocytes
58
30",
Blood diseases,Chediak-Higashi Syndrome,"increased proportion of cd25+ mast cells
58
30",
Blood diseases,Chediak-Higashi Syndrome,"recurrent respiratory infections
58
30",
Blood diseases,Chediak-Higashi Syndrome,"abnormality of retinal pigmentation
58
30",
Blood diseases,Chediak-Higashi Syndrome,"photophobia
58
30",
Blood diseases,Chediak-Higashi Syndrome,"fever
58
30",
Blood diseases,Chediak-Higashi Syndrome,"immunodeficiency
58
30",
Blood diseases,Chediak-Higashi Syndrome,"hypopigmentation of hair
58
30",
Blood diseases,Chediak-Higashi Syndrome,"periodontitis
58
30",
Blood diseases,Chediak-Higashi Syndrome,"reduced visual acuity
58
30",
Blood diseases,Chediak-Higashi Syndrome,"bruising susceptibility
58
30",
Blood diseases,Chediak-Higashi Syndrome,"abnormal platelet function
58
30",
Blood diseases,Chediak-Higashi Syndrome,"cutaneous photosensitivity
58
30",
Blood diseases,Chediak-Higashi Syndrome,"iris hypopigmentation
58
30",
Blood diseases,Chediak-Higashi Syndrome,"hepatosplenomegaly
58
30",
Blood diseases,Chediak-Higashi Syndrome,"recurrent bacterial skin infections
58
30",
Blood diseases,Chediak-Higashi Syndrome,"decreased liver function
58
30",
Blood diseases,Chediak-Higashi Syndrome,"recurrent staphylococcal infections
58
30",
Blood diseases,Chediak-Higashi Syndrome,"abnormality of neutrophil physiology
58
30",
Blood diseases,Chediak-Higashi Syndrome,"rotary nystagmus
58
30",
Blood diseases,Chediak-Higashi Syndrome,"large clumps of pigment irregularly distributed along hair shaft
58
30",
Blood diseases,Chediak-Higashi Syndrome,"abnormal natural killer cell morphology
58
30",
Blood diseases,Chediak-Higashi Syndrome,"recurrent streptococcal infections
58
30",
Blood diseases,Chediak-Higashi Syndrome,"increased circulating ferritin concentration
30",
Blood diseases,Chediak-Higashi Syndrome,"intellectual disability
58
30",
Blood diseases,Chediak-Higashi Syndrome,"seizure
58
30",
Blood diseases,Chediak-Higashi Syndrome,"ataxia
58
30",
Blood diseases,Chediak-Higashi Syndrome,"tremor
58
30",
Blood diseases,Chediak-Higashi Syndrome,"muscle weakness
58
30",
Blood diseases,Chediak-Higashi Syndrome,"cranial nerve paralysis
58
30",
Blood diseases,Chediak-Higashi Syndrome,"hypertriglyceridemia
58
30",
Blood diseases,Chediak-Higashi Syndrome,"anemia
58
30",
Blood diseases,Chediak-Higashi Syndrome,"decreased nerve conduction velocity
58
30",
Blood diseases,Chediak-Higashi Syndrome,"strabismus
58
30",
Blood diseases,Chediak-Higashi Syndrome,"specific learning disability
58
30",
Blood diseases,Chediak-Higashi Syndrome,"elevated hepatic transaminase
58
30",
Blood diseases,Chediak-Higashi Syndrome,"thrombocytopenia
58
30",
Blood diseases,Chediak-Higashi Syndrome,"jaundice
58
30",
Blood diseases,Chediak-Higashi Syndrome,"hyponatremia
58
30",
Blood diseases,Chediak-Higashi Syndrome,"sensory neuropathy
58
30",
Blood diseases,Chediak-Higashi Syndrome,"epistaxis
58
30",
Blood diseases,Chediak-Higashi Syndrome,"skin rash
58
30",
Blood diseases,Chediak-Higashi Syndrome,"neutropenia
58
30",
Blood diseases,Chediak-Higashi Syndrome,"gingival bleeding
58
30",
Blood diseases,Chediak-Higashi Syndrome,"spastic paraplegia
58
30",
Blood diseases,Chediak-Higashi Syndrome,"cerebellar atrophy
58
30",
Blood diseases,Chediak-Higashi Syndrome,"pleural effusion
58
30",
Blood diseases,Chediak-Higashi Syndrome,"lymphadenopathy
58
30",
Blood diseases,Aceruloplasminemia,"abnormal enzyme/coenzyme activity
58
30",
Blood diseases,Aceruloplasminemia,"hypochromic microcytic anemia
58
30",
Blood diseases,Aceruloplasminemia,"refractory anemia
58
30",
Blood diseases,Aceruloplasminemia,"aceruloplasminemia
58
30",
Blood diseases,Aceruloplasminemia,"increased circulating ferritin concentration
30",
Blood diseases,Aceruloplasminemia,"dysarthria
58
30",
Blood diseases,Aceruloplasminemia,"diabetes mellitus
58
30",
Blood diseases,Aceruloplasminemia,"chorea
58
30",
